32 0.00025325
64 0.00026802
128 0.00029201
256 0.0003088
512 0.00035789
1024 0.00043435
2048 0.00081769
4096 0.00162385
8192 0.0030142
16384 0.00590677
32768 0.012052
65536 0.0274467
131072 0.0691423
262144 0.174168
524288 0.381006
1048576 0.874144
