32 0.00099715
64 0.00121689
128 0.00148074
256 0.00163363
512 0.00244272
1024 0.00354181
2048 0.00637698
4096 0.0178659
8192 0.0394326
16384 0.0865712
32768 0.210119
65536 0.137828
131072 0.379383
262144 1.26439
524288 4.85584
1048576 12.6073
