32 0.00025405
64 0.00025717
128 0.00027021
256 0.00028525
512 0.00032095
1024 0.0003933
2048 0.00083324
4096 0.00175783
8192 0.00293821
16384 0.00567517
32768 0.0120999
65536 0.0269868
131072 0.0686828
262144 0.177802
524288 0.363938
1048576 0.914332
