32 0.00031644
64 0.00041777
128 0.00062559
256 0.00103212
512 0.00185144
1024 0.00349771
2048 0.00848922
4096 0.0148962
8192 0.0286664
16384 0.0562842
32768 0.112725
65536 0.232045
131072 0.484579
262144 1.00579
524288 2.09446
1048576 4.35639
