32 0.00136619
64 0.00158461
128 0.00187956
256 0.00239507
512 0.00330393
1024 0.00541753
2048 0.00922586
4096 0.0267473
8192 0.0572888
16384 0.132001
32768 0.343943
65536 0.938238
131072 5.40643
262144 12.2045
524288 22.4289
1048576 44.4693
